id,tweet,label,length,text_short,length_short,model_output,prob_offensive
91579,@USER #Rimmy4Antifa @USER Can this young working class proletarian join your cause URL,NOT,23,@USER #Rimmy4Antifa @USER Can this young working class proletarian join your cause URL,23,"tensor([[ 1.3200, -1.3871]])",not-offensive
48534,@USER @USER I'm also a Prohibited Possessor thanks to Obama and his every soldier has  PTSD crazy administration.Can't get life insurance either.Still support the NRA and the work they do for gun rights.Hoping Trump will fix the wrongs of labeling veterans as a means to back-door gun control,TIN,67,@USER @USER I'm also a Prohibited Possessor thanks to Obama and his every soldier has  PTSD crazy administration.Can't get life insurance either.Still support the NRA and the work they do for gun rights.Hoping Trump will fix the wrongs of labeling veterans as a means to back-door gun control,67,"tensor([[-0.0947, -0.0062]])",offensive
22086,@USER Does not suffer fools and has seen enough shit to last nine lives.,TIN,18,@USER Does not suffer fools and has seen enough shit to last nine lives.,18,"tensor([[-1.0691,  1.0211]])",offensive
26472,@USER He is the eggman.,NOT,10,@USER He is the eggman.,10,"tensor([[ 0.5237, -0.5430]])",not-offensive
56844,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER  Sorry my love I know you will be disappointed maybe I'll stand in my next life time ❤,NOT,45,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER  Sorry my love I know you will be disappointed maybe I'll stand in my next life time ❤,45,"tensor([[ 1.3746, -1.2677]])",not-offensive
57050,@USER Awww his poor pocket. Try something else,NOT,13,@USER Awww his poor pocket. Try something else,13,"tensor([[ 0.2679, -0.1970]])",not-offensive
86879,"@USER GOP, Conservatives, Evangelicals, Traditionalists"" Catholics are all hypocrites.""",TIN,20,"@USER GOP, Conservatives, Evangelicals, Traditionalists"" Catholics are all hypocrites.""",20,"tensor([[-0.5390,  0.4862]])",offensive
80462,@USER @USER LMAO....YOU SUCK NFL,TIN,14,@USER @USER LMAO....YOU SUCK NFL,14,"tensor([[-0.8907,  0.8683]])",offensive
55281,"@USER @USER @USER Well, they'll cut out 299 pages and replace it with 1 saying everyone needs more chlorine""  C'mon are you chicken?""",TIN,35,"@USER @USER @USER Well, they'll cut out 299 pages and replace it with 1 saying everyone needs more chlorine""  C'mon are you chicken?""",35,"tensor([[-0.3771,  0.2885]])",offensive
93035,@USER Believe the woman.  What person would volunteer for the shit show she is about to experience if it weren’t true.  I stand in solidarity with Christine Blasey Ford.,TIN,42,@USER Believe the woman.  What person would volunteer for the shit show she is about to experience if it weren’t true.  I stand in solidarity with Christine Blasey Ford.,42,"tensor([[-0.7464,  0.7490]])",offensive
66585,@USER All communist Democrat socialists are bad humans.,TIN,12,@USER All communist Democrat socialists are bad humans.,12,"tensor([[-0.4543,  0.4559]])",offensive
38143,@USER Hmmm...they piss off the portion of the population that actually supported football and are shocked their numbers took a nose dive?  Shocking!,TIN,33,@USER Hmmm...they piss off the portion of the population that actually supported football and are shocked their numbers took a nose dive?  Shocking!,33,"tensor([[-0.0525,  0.0355]])",offensive
76107,@USER @USER @USER Just because it isn't a sexy diagnosis doesn't mean it gets low quality care. You are making an incorrect assumption.,NOT,32,@USER @USER @USER Just because it isn't a sexy diagnosis doesn't mean it gets low quality care. You are making an incorrect assumption.,32,"tensor([[ 0.7293, -0.6694]])",not-offensive
39965,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Keep it going let’s all remember VOTE!!! VOTE RED!! Let’s do the #MAGA for our 🇺🇸🇺🇸. 📣Yaay!! #MAGA!! 🇺🇸🇺🇸🇺🇸🗽🗽🗽💥💥💥🔥🔥🔥🌪🌪🌪🌪🌪🌪🌪🌪,NOT,210,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Keep it going let’s all remember V,100,"tensor([[ 1.3486, -1.3402]])",not-offensive
13100,@USER Antifa took over for them.,NOT,11,@USER Antifa took over for them.,11,"tensor([[ 1.3879, -1.2789]])",not-offensive
35786,@USER Yeah I'll not take my gun control policy advice from a Jean's company. Beyond that trumps die hard are almost enough that the snowflakes they claim to dislike and themselves are hard to tell a part,TIN,46,@USER Yeah I'll not take my gun control policy advice from a Jean's company. Beyond that trumps die hard are almost enough that the snowflakes they claim to dislike and themselves are hard to tell a part,46,"tensor([[-0.1036,  0.0917]])",offensive
40617,@USER @USER ⛏️ hmm.. closest emoji to a shovel go figure...,NOT,21,@USER @USER ⛏️ hmm.. closest emoji to a shovel go figure...,21,"tensor([[ 0.6934, -0.7861]])",not-offensive
17573,@USER @USER Let’s not discuss fault rn. If this happened he is 10000% to blame. Let’s first get reasonable amount of evidence before presuming he is guilty,NOT,42,@USER @USER Let’s not discuss fault rn. If this happened he is 10000% to blame. Let’s first get reasonable amount of evidence before presuming he is guilty,42,"tensor([[ 0.6442, -0.5609]])",not-offensive
10845,@USER Donald Trump as President,NOT,8,@USER Donald Trump as President,8,"tensor([[ 1.1905, -1.2599]])",not-offensive
69671,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER At least he is trying he is not busy tweeting hate tweets like u n your buddy aka Bishop Jonso!!,NOT,50,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER At least he is trying he is not busy tweeting hate tweets like u n your buddy aka Bishop Jonso!!,50,"tensor([[ 0.6535, -0.6481]])",not-offensive
13641,#YESonKavanaugh Yes because it is the right thing to do Yes because conservatives are in power Yes because Democrats are miserable humans Yes because we are sick and tired of the tantrums from the Democrats Yes because they FREAKING LOST THE ELECTION! Please add more reasons!!!!,TIN,58,#YESonKavanaugh Yes because it is the right thing to do Yes because conservatives are in power Yes because Democrats are miserable humans Yes because we are sick and tired of the tantrums from the Democrats Yes because they FREAKING LOST THE ELECTION! Please add more reasons!!!!,58,"tensor([[-0.5122,  0.5139]])",offensive
42447,@USER @USER Why because Ford accused him of something 36 years ago and won’t testify. Liberals he’d this for months and came out now. I think liberals are the ones who took a gamble,NOT,46,@USER @USER Why because Ford accused him of something 36 years ago and won’t testify. Liberals he’d this for months and came out now. I think liberals are the ones who took a gamble,46,"tensor([[ 0.6996, -0.5952]])",not-offensive
92257,#Manitoba - #NDP leader Wab Kinew on the #carbontax URL Are you proud of yourselves @USER and @USER You allow the NDP to come at you from the right? You're all as insane as the #Trudeau #Liberals #Winnipeg #Canada #MBpoli,TIN,67,#Manitoba - #NDP leader Wab Kinew on the #carbontax URL Are you proud of yourselves @USER and @USER You allow the NDP to come at you from the right? You're all as insane as the #Trudeau #Liberals #Winnipeg #Canada #MBpoli,67,"tensor([[-0.0077,  0.0035]])",offensive
43196,@USER Hello !! You used to date Anthony Weiner !!! What does that tell us about you ?,NOT,22,@USER Hello!! You used to date Anthony Weiner!!! What does that tell us about you?,21,"tensor([[ 1.4249, -1.3933]])",not-offensive
28621,@USER &amp; sicking their attack dogs ( #antiFa / #resist ) and blaming the right.,NOT,25,@USER &amp; sicking their attack dogs ( #antiFa / #resist ) and blaming the right.,25,"tensor([[-0.0118, -0.0430]])",not-offensive
26317,"@USER HAHAHAHAHAHAHAHA!!! She may need to change her strategy. Acting like a spoiled child... throwing a tantrum and showing the world what a sore loser she is... on national television... isn't a great way to improve how anyone"" is viewed.""",TIN,55,"@USER HAHAHAHAHAHAHAHA!!! She may need to change her strategy. Acting like a spoiled child... throwing a tantrum and showing the world what a sore loser she is... on national television... isn't a great way to improve how anyone"" is viewed.""",55,"tensor([[-0.6135,  0.6373]])",offensive
70481,@USER @USER @USER @USER @USER Oh it’s ok because 45 reversed the most important issue on mental health he got rid of the mental health conditions on gun control. Great job! What a guy! He is a liar proven over &amp; over again. But you worship away that’s your right,TIN,69,@USER @USER @USER @USER @USER Oh it’s ok because 45 reversed the most important issue on mental health he got rid of the mental health conditions on gun control. Great job! What a guy! He is a liar proven over &amp; over again. But you worship away that’s your right,69,"tensor([[-0.9078,  0.8531]])",offensive
37877,@USER People will get it regardless of the wall.   Kind like gun control argument.,NOT,21,@USER People will get it regardless of the wall.   Kind like gun control argument.,21,"tensor([[ 0.5753, -0.6225]])",not-offensive
33412,@USER You are hilarious and way too good to me.,NOT,14,@USER You are hilarious and way too good to me.,14,"tensor([[ 0.3737, -0.3125]])",not-offensive
61942,@USER A quick way to get yourself killed.  Thanks Antifa!,TIN,17,@USER A quick way to get yourself killed.  Thanks Antifa!,17,"tensor([[-0.6365,  0.5287]])",offensive
99091,@USER Republicans are underestimating the fever of the liberals to get rid of Trump.,NOT,19,@USER Republicans are underestimating the fever of the liberals to get rid of Trump.,19,"tensor([[ 0.3970, -0.3813]])",not-offensive
84660,this cant be legal ... Right? #KAG #MAGA URL,NOT,16,this cant be legal... Right? #KAG #MAGA URL,16,"tensor([[ 0.6945, -0.7110]])",not-offensive
27631,@USER WAPO what an idiot comment you are a disgrace to journalism VERY SAD,TIN,20,@USER WAPO what an idiot comment you are a disgrace to journalism VERY SAD,20,"tensor([[-1.2051,  1.1695]])",offensive
51449,@USER @USER He is. We’ve been saying it for years. Uncle Christopher is Tristan while Aunt Carla is Bickle.,NOT,32,@USER @USER He is. We’ve been saying it for years. Uncle Christopher is Tristan while Aunt Carla is Bickle.,32,"tensor([[ 1.1603, -1.1233]])",not-offensive
40674,@USER That sucks 👎,TIN,8,@USER That sucks 👎,8,"tensor([[-0.9873,  0.9997]])",offensive
57610,@USER @USER Ik what other rappers think of him. But only cause he is anti-drug and honestly I think his music is good.,NOT,31,@USER @USER Ik what other rappers think of him. But only cause he is anti-drug and honestly I think his music is good.,31,"tensor([[ 0.4536, -0.5924]])",not-offensive
24531,@USER Happy Birthday(s)!,NOT,9,@USER Happy Birthday(s)!,9,"tensor([[ 1.4871, -1.5384]])",not-offensive
82680,@USER Funny how liberals and liberal stars hate the folks that make them and give them the very fame and power which they can’t live without,NOT,32,@USER Funny how liberals and liberal stars hate the folks that make them and give them the very fame and power which they can’t live without,32,"tensor([[ 0.1453, -0.0745]])",not-offensive
21564,@USER @USER @USER @USER To be fair. I’m positive most liberals are just blobs of cells..,TIN,28,@USER @USER @USER @USER To be fair. I’m positive most liberals are just blobs of cells..,28,"tensor([[-0.4930,  0.5149]])",offensive
21265,@USER I don’t think jack knows too many conservatives. I’ve never met one that didn’t want to lecture me on how everything should be “run like a business” and we should all just work harder and follow the rules.,NOT,57,@USER I don’t think jack knows too many conservatives. I’ve never met one that didn’t want to lecture me on how everything should be “run like a business” and we should all just work harder and follow the rules.,57,"tensor([[ 1.2020, -1.1559]])",not-offensive
56419,@USER Then it’s time to indict trump if you are pro-law.,NOT,20,@USER Then it’s time to indict trump if you are pro-law.,20,"tensor([[ 0.7670, -0.7502]])",not-offensive
35164,@USER @USER Target environment keeps getting richer.,NOT,12,@USER @USER Target environment keeps getting richer.,12,"tensor([[ 1.1610, -1.2666]])",not-offensive
